2025-08-18 23:14:54,485 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,520 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,520 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,521 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,521 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,521 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,522 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,522 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,523 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,523 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,523 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,524 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,524 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,524 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,525 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,525 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,525 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,526 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,526 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,526 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,527 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,527 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,527 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,528 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,528 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,528 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,529 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,529 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,530 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,530 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,530 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,531 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,531 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,531 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,532 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,532 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,532 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,533 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,533 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,533 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,534 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,534 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,534 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,535 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,535 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,535 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,536 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,536 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,536 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,537 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,537 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,537 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,538 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,538 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,539 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,539 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,539 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,540 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,540 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,540 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,541 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,541 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,541 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,542 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,542 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,542 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,543 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,543 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,543 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,544 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,544 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,544 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,545 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,545 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,545 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,546 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,546 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,546 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,547 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,547 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,547 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,548 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,548 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,548 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,549 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,549 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,549 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,550 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,550 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,551 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,551 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,551 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,552 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,552 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,552 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,553 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,554 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,554 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,555 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,555 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,556 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,557 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,557 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,558 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,558 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,559 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,559 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,560 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,560 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,560 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,561 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,561 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,562 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,562 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,562 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,563 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,563 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,564 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,564 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,565 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,565 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,565 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,566 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,566 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,567 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,567 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,567 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,568 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,568 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,569 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,569 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,569 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,570 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,570 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,571 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,571 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,572 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,572 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,572 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,573 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,573 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,574 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,574 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,574 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,575 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,575 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,575 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,576 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,576 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,577 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,577 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,578 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,578 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,578 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,579 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,579 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,580 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,580 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,580 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,581 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,582 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,583 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,583 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,583 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,584 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,584 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,585 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,585 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,585 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,586 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,586 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,587 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,587 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,588 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,588 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,589 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,589 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,590 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,590 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,590 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,591 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,591 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,592 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,592 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,593 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,593 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
2025-08-18 23:14:54,594 serial_wrap.py, line 83, ERROR:get_anwser error:(5, 'Input/output error')
